"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_22730","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrionaceae UCG-001"
"ASV_22731","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","U29-B03"
"ASV_22732","Bacteria","Planctomycetota","Phycisphaerae","mle1-8",NA,NA
"ASV_22733","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_22734","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_22735","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_22736","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"ASV_22737","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22738","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus"
"ASV_22739","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22740","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_22741","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_22742","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV_22743","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22744","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV_22745","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22746","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_22747","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group",NA
"ASV_22748","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA
"ASV_22749","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus Chloroploca"
"ASV_22750","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_22751","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales RF16 group",NA
"ASV_22752","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_22753","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV_22754","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_22755","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"ASV_22756","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_22757","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group"
"ASV_22758","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_22759","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"ASV_22760","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"ASV_22761","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV_22762","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV_22763","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22764","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"ASV_22765","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group",NA
"ASV_22766","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma"
"ASV_22767","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella"
"ASV_22768","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4",NA
"ASV_22769","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"ASV_22770","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_22771","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV_22772","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_22773","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"ASV_22774","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22775","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22776","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV_22777","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV_22778","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA
"ASV_22779","Bacteria",NA,NA,NA,NA,NA
"ASV_22780","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_22781","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_22782","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"ASV_22783","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA
"ASV_22784","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_22785","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA
"ASV_22786","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_22787","Bacteria","Dependentiae","Babeliae","Babeliales","UBA12409",NA
"ASV_22788","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22789","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA
"ASV_22790","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV_22791","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13",NA
"ASV_22792","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae",NA
"ASV_22793","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"ASV_22794","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_22795","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_22796","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA
"ASV_22797","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_22798","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV_22799","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group"
"ASV_22800","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_22801","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",NA
"ASV_22802","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_22803","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22804","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV_22805","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV_22806","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrio"
"ASV_22807","Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Anaeroplasma"
"ASV_22808","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"ASV_22809","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1"
"ASV_22810","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22811","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_22812","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA
"ASV_22813","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_22814","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"ASV_22815","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA
"ASV_22816","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_22817","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA
"ASV_22818","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"ASV_22819","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"ASV_22820","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"ASV_22821","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_22822","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006"
"ASV_22823","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22824","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV_22825","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales",NA,NA
"ASV_22826","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_22827","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter"
"ASV_22828","Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanimicrococcus"
"ASV_22829","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Ahniella"
"ASV_22830","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22831","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001"
"ASV_22832","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22833","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"ASV_22834","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_22835","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV_22836","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV_22837","Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA
"ASV_22838","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ASV_22839","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"ASV_22840","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"ASV_22841","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6",NA
"ASV_22842","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV_22843","Bacteria",NA,NA,NA,NA,NA
"ASV_22844","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_22845","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"ASV_22846","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales",NA,NA
"ASV_22847","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA
"ASV_22848","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22849","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_22850","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA
"ASV_22851","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"ASV_22852","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22853","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_22854","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_22855","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV_22856","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_22857","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22858","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22859","Bacteria","Bacteroidota","Bacteroidia","SM1A07",NA,NA
"ASV_22860","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia"
"ASV_22861","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Endonucleariobacter"
"ASV_22862","Archaea","Crenarchaeota","Nitrososphaeria","Group 1.1c",NA,NA
"ASV_22863","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA
"ASV_22864","Bacteria",NA,NA,NA,NA,NA
"ASV_22865","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV_22866","Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus"
"ASV_22867","Bacteria","Proteobacteria","Gammaproteobacteria","F9P41300-M23",NA,NA
"ASV_22868","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_22869","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_22870","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV_22871","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22872","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA
"ASV_22873","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22874","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax"
"ASV_22875","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_22876","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_22877","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales RF16 group",NA
"ASV_22878","Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"ASV_22879","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV_22880","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_22881","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"ASV_22882","Bacteria","Patescibacteria","Parcubacteria","Candidatus Nomurabacteria",NA,NA
"ASV_22883","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV_22884","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_22885","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_22886","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA
"ASV_22887","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_22888","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_22889","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_22890","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_22891","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA
"ASV_22892","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV_22893","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)",NA
"ASV_22894","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_22895","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"ASV_22896","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22897","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix"
"ASV_22898","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
"ASV_22899","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22900","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"ASV_22901","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22902","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_22903","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_22904","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
"ASV_22905","Bacteria","Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57 soil group",NA,NA
"ASV_22906","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_22907","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_22908","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV_22909","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV_22910","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22911","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus"
"ASV_22912","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_22913","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"ASV_22914","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CWT CU03-E12",NA
"ASV_22915","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22916","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV_22917","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22918","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"ASV_22919","Bacteria",NA,NA,NA,NA,NA
"ASV_22920","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_22921","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"ASV_22922","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_22923","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"ASV_22924","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA
"ASV_22925","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"ASV_22926","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",NA
"ASV_22927","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_22928","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_22929","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_22930","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae",NA
"ASV_22931","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"ASV_22932","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22933","Archaea","Thermoplasmatota","Thermoplasmata",NA,NA,NA
"ASV_22934","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_22935","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia"
"ASV_22936","Bacteria",NA,NA,NA,NA,NA
"ASV_22937","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca"
"ASV_22938","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_22939","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_22940","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV_22941","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_22942","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group"
"ASV_22943","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_22944","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA
"ASV_22945","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473"
"ASV_22946","Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type III",NA
"ASV_22947","Bacteria","Elusimicrobiota","Lineage IIa",NA,NA,NA
"ASV_22948","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales",NA,NA
"ASV_22949","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA
"ASV_22950","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_22951","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group"
"ASV_22952","Bacteria","Planctomycetota","028H05-P-BN-P5",NA,NA,NA
"ASV_22953","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"ASV_22954","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1",NA,NA
"ASV_22955","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Niveibacterium"
"ASV_22956","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_22957","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus"
"ASV_22958","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"ASV_22959","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV_22960","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales",NA,NA
"ASV_22961","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA
"ASV_22962","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005"
"ASV_22963","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV_22964","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV",NA,NA
"ASV_22965","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV_22966","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"ASV_22967","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV_22968","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","H1"
"ASV_22969","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales",NA,NA
"ASV_22970","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_22971","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_22972","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV_22973","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_22974","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV_22975","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera"
"ASV_22976","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_22977","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_22978","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_22979","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"ASV_22980","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_22981","Bacteria","Firmicutes","Bacilli","RF39",NA,NA
"ASV_22982","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_22983","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_22984","Bacteria","Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57 soil group",NA,NA
"ASV_22985","Bacteria","Firmicutes","Bacilli","RF39",NA,NA
"ASV_22986","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA
"ASV_22987","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"ASV_22988","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella"
"ASV_22989","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22990","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae",NA
"ASV_22991","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"ASV_22992","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"ASV_22993","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_22994","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV_22995","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_22996","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_22997","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
